Restaurant_id,Category,Name,Price_tier,Neighborhood,Opening_hours,Closing_hours,Average_rating,Good_for_kids
397,Italian,Mareluna,Expensive,Lower East Side,10:18,16:52,1,False
398,American,Five Guys,Cheap,Chelsea,15:43,18:32,5,False
399,Mexican,Ippudo,Expensive,East Village,17:44,1:52,1,False
400,Thai,Gramercy Tavern,Cheap,Lower East Side,18:00,19:33,5,True
401,Thai,Palma,Expensive,Greenwich Village,20:38,10:53,2,True
402,French,Gramercy Tavern,Cheap,Lower East Side,23:15,11:41,1,False
403,Thai,Che Li,Cheap,Midtown East,17:39,5:48,3,False
404,Italian,Five Guys,Cheap,Greenwich Village,2:49,17:10,3,False
405,Chinese,Raku,Expensive,Upper East Side,3:07,11:08,3,True
406,Chinese,Konbon,Expensive,Financial District,18:58,9:09,5,False
407,Chinese,Mamo,Cheap,Hell's Kitchen,14:23,17:45,2,True
408,Italian,Ippudo,Cheap,Chelsea,19:00,5:37,3,False
409,French,Konbon,Medium,Upper East Side,23:52,13:42,2,True
410,French,Nemesis,Cheap,Little Italy,18:37,22:42,3,False
411,Italian,Torrisi,Medium,Lower East Side,19:30,9:19,5,False
412,Mexican,Sadelle's,Cheap,Upper East Side,6:53,20:31,1,True
413,Japanese,Cha Long,Cheap,Midtown East,12:03,23:02,3,True
414,Italian,Torrisi,Medium,Little Italy,5:09,18:30,3,False
415,French,Gramercy Tavern,Medium,Chelsea,14:22,6:41,2,False
416,Japanese,Chipotle,Expensive,Gramercy,16:54,13:51,4,True
417,Italian,Fish Cheeks,Cheap,Financial District,2:44,22:54,3,False
418,Korean,Raku,Expensive,Chelsea,22:15,3:45,5,False
419,Italian,Chipotle,Medium,Chinatown,21:38,9:43,2,True
420,Mexican,Cha Long,Cheap,Financial District,21:14,1:00,2,True
421,Japanese,Nemesis,Cheap,Upper East Side,6:04,21:08,1,False
422,American,Gramercy Tavern,Medium,Financial District,13:25,13:18,1,False
423,Japanese,Golden Wuish,Cheap,Lower East Side,15:32,15:37,5,True
424,Mexican,Take 31,Expensive,Lower East Side,18:37,19:44,5,False
425,Korean,Torrisi,Medium,Upper West Side,23:20,14:38,5,False
426,American,The Modern,Expensive,Lower East Side,17:09,15:11,2,True
427,Chinese,Raku,Medium,Financial District,6:22,16:38,3,True
428,Thai,Take 31,Expensive,Little Italy,23:24,0:31,5,True
429,Italian,Cha Long,Cheap,Lower East Side,9:11,16:53,2,False
430,Italian,Gramercy Tavern,Cheap,Lower East Side,2:00,9:45,5,False
431,French,Mamo,Medium,Lower East Side,23:44,16:27,4,False
432,Japanese,Raku,Cheap,Gramercy,16:39,6:42,5,False
433,Italian,Raku,Expensive,Midtown East,9:34,22:46,4,True
434,Italian,Au Cheval,Expensive,Hell's Kitchen,20:22,16:13,5,False
435,French,Torrisi,Cheap,Upper East Side,8:57,4:36,2,False
436,Chinese,Palma,Medium,Hell's Kitchen,6:50,2:47,1,True
437,Italian,Up Thai,Cheap,Little Italy,4:07,16:56,5,False
438,Italian,Au Cheval,Cheap,Midtown East,6:21,17:45,5,False
439,Italian,Nemesis,Expensive,Hell's Kitchen,21:44,11:17,2,True
440,Chinese,ABC Kitchen,Expensive,Upper West Side,23:02,18:57,4,True
441,French,Fish Cheeks,Cheap,Financial District,19:14,12:31,3,False
442,Japanese,Sadelle's,Expensive,Midtown East,4:09,13:17,3,True
443,American,Up Thai,Expensive,Gramercy,2:59,17:38,2,True
444,Thai,Ruby's,Cheap,Gramercy,2:18,5:34,5,True
445,Chinese,Cha Long,Cheap,Chelsea,14:09,12:16,1,True
446,Korean,Konbon,Cheap,Upper East Side,12:49,17:07,5,True
447,Thai,Nemesis,Medium,Chinatown,6:59,18:51,4,False
448,Italian,Carbone,Expensive,Soho,7:44,4:04,1,True
449,Korean,Ruby's,Expensive,Chelsea,21:54,18:11,4,False
450,Korean,Ruby's,Medium,Chelsea,12:18,16:10,3,True
451,Mexican,Dudley's,Cheap,Financial District,9:39,3:31,4,True
452,Chinese,Chipotle,Medium,Midtown East,10:32,12:16,4,True
453,Japanese,Cha Long,Medium,Gramercy,16:30,9:39,2,True
454,French,The Modern,Cheap,Midtown East,11:17,22:34,2,False
455,Mexican,Chipotle,Medium,Upper West Side,10:30,13:10,5,False
456,Korean,Carbone,Medium,Soho,7:19,16:01,4,False
457,Japanese,Mamo,Expensive,Chinatown,7:00,15:09,2,True
458,Chinese,Che Li,Cheap,Financial District,18:12,10:43,2,False
459,Italian,Sadelle's,Expensive,Upper East Side,17:08,11:01,4,False
460,Japanese,Che Li,Medium,East Village,10:20,23:16,1,True
461,Thai,Che Li,Cheap,Gramercy,10:53,2:32,4,False
462,Korean,Sonnyboy,Expensive,East Village,7:04,7:18,3,False
463,American,Ruby's,Cheap,Little Italy,14:56,10:51,3,True
464,Chinese,Five Guys,Expensive,Upper West Side,13:02,19:56,4,True
465,Chinese,Five Guys,Cheap,Soho,1:14,8:28,1,False
466,Italian,Up Thai,Cheap,Chelsea,2:28,8:17,4,False
467,French,Mareluna,Medium,Chinatown,15:00,13:10,3,True
468,Chinese,Che Li,Medium,Lower East Side,7:17,9:35,2,False
469,Korean,The Modern,Cheap,Upper West Side,0:08,15:35,3,False
470,French,Palma,Expensive,Chelsea,6:42,12:14,5,False
471,Korean,Dudley's,Cheap,Tribeca,3:36,18:41,5,True
472,Chinese,Fish Cheeks,Cheap,Tribeca,12:05,10:18,1,True
473,Mexican,Sadelle's,Medium,Upper West Side,13:05,4:57,3,True
474,Thai,Carbone,Cheap,Greenwich Village,6:07,2:37,3,False
475,American,Tatiana,Cheap,Little Italy,23:03,12:09,1,False
476,American,Tatiana,Cheap,Chinatown,15:28,18:08,1,False
477,French,Carbone,Expensive,Chelsea,17:46,5:10,1,True
478,Thai,Fish Cheeks,Cheap,Lower East Side,20:17,7:01,3,True
479,French,Up Thai,Medium,Financial District,2:34,11:55,5,False
480,Italian,Tatiana,Cheap,Hell's Kitchen,2:22,3:28,2,False
481,Thai,Fish Cheeks,Expensive,Upper East Side,4:41,23:11,5,True
482,Italian,Take 31,Medium,Lower East Side,12:33,20:06,2,False
483,Thai,Tatiana,Cheap,Little Italy,8:53,18:03,1,True
484,Japanese,ABC Kitchen,Cheap,Financial District,9:06,7:30,1,True
485,Chinese,Dig,Medium,Upper West Side,17:19,22:38,2,False
486,American,The Modern,Cheap,Tribeca,5:01,12:47,5,True
487,Italian,Konbon,Cheap,Upper East Side,22:25,12:19,1,True
488,Italian,Dudley's,Expensive,Midtown East,9:41,2:12,2,False
489,Mexican,Golden Wuish,Cheap,East Village,16:42,2:02,1,False
490,Korean,Five Guys,Cheap,Midtown East,2:28,6:11,3,False
491,American,Ippudo,Expensive,Upper West Side,2:49,6:39,5,False
492,French,Konbon,Medium,Soho,2:27,6:22,3,True
493,Korean,Up Thai,Cheap,Midtown East,9:01,21:04,3,False
494,Chinese,Sadelle's,Medium,Gramercy,19:59,3:37,4,False
495,French,Ruby's,Cheap,Tribeca,8:48,5:46,2,True
496,Chinese,Fish Cheeks,Cheap,Lower East Side,15:37,4:29,5,True
497,Chinese,Fish Cheeks,Expensive,Gramercy,12:25,4:32,4,False
498,Mexican,Au Cheval,Cheap,Upper West Side,13:32,16:06,5,False
499,American,Torrisi,Medium,Gramercy,11:09,2:06,5,False
500,American,Take 31,Cheap,Hell's Kitchen,14:37,8:39,4,True
501,Korean,Che Li,Medium,Midtown East,20:25,14:40,2,True
502,Thai,Tatiana,Expensive,Chinatown,6:39,14:56,1,True
503,Japanese,Raku,Cheap,East Village,22:22,5:53,4,False
504,Mexican,The Modern,Expensive,Gramercy,0:58,9:09,2,False
505,French,Che Li,Cheap,Upper West Side,16:25,16:19,3,True
506,Thai,Ruby's,Expensive,Midtown East,3:23,17:27,4,False
507,Chinese,Konbon,Medium,Greenwich Village,19:55,18:01,5,False
508,American,Fish Cheeks,Cheap,Midtown East,2:48,23:38,5,False
509,Japanese,Cha Long,Cheap,Lower East Side,19:43,14:49,4,False
510,Chinese,Mamo,Medium,Greenwich Village,15:17,3:34,1,True
511,Thai,Golden Wuish,Medium,Midtown East,7:20,8:33,4,True
512,Chinese,Up Thai,Cheap,Greenwich Village,22:31,16:22,3,True
513,American,Konbon,Expensive,East Village,7:22,14:59,4,False
514,Thai,Dudley's,Expensive,Greenwich Village,2:48,8:53,1,True
515,Thai,Chipotle,Medium,Little Italy,22:55,14:19,5,True
516,Chinese,Golden Wuish,Expensive,Little Italy,7:42,7:47,4,True
517,Mexican,Fish Cheeks,Cheap,Upper West Side,1:15,20:09,3,True
518,Mexican,Mareluna,Medium,Financial District,5:52,2:17,4,False
519,Italian,The Modern,Cheap,Tribeca,5:08,8:49,4,True
520,Thai,Carbone,Expensive,Midtown East,7:33,8:15,3,False
521,Mexican,Sadelle's,Expensive,Lower East Side,4:50,8:57,2,True
522,Thai,Tatiana,Cheap,Upper East Side,12:01,16:04,3,False
523,Thai,Fish Cheeks,Cheap,Gramercy,21:41,3:07,1,True
524,Korean,Five Guys,Cheap,Upper West Side,13:04,21:25,2,True
525,Italian,Ruby's,Expensive,Upper West Side,7:20,17:31,1,False
526,American,Mamo,Expensive,Greenwich Village,18:41,18:23,2,False
527,French,Carbone,Expensive,Gramercy,4:33,16:30,5,True
528,Italian,Ruby's,Expensive,Gramercy,16:45,6:10,1,False
529,Korean,Golden Wuish,Cheap,East Village,3:15,15:36,2,True
530,Mexican,Che Li,Expensive,Financial District,16:29,19:53,1,False
531,Japanese,The Modern,Expensive,Lower East Side,7:07,13:57,2,False
532,Italian,Dudley's,Medium,Chelsea,17:33,18:19,5,False
533,Japanese,Mamo,Expensive,Hell's Kitchen,4:29,8:30,4,False
534,Korean,Tatiana,Cheap,Upper East Side,12:27,2:24,1,False
535,Japanese,Ruby's,Medium,Hell's Kitchen,9:50,19:26,4,True
536,Japanese,Up Thai,Expensive,Chelsea,10:55,11:23,1,False
537,Chinese,Chipotle,Cheap,Tribeca,10:33,4:28,1,False
538,Chinese,Palma,Cheap,Little Italy,16:32,9:57,2,False
539,Japanese,Ippudo,Medium,Gramercy,21:53,1:54,3,True
540,Chinese,Cha Long,Cheap,Soho,1:43,2:24,3,False
541,Mexican,Carbone,Cheap,Soho,14:22,8:26,4,True
542,Japanese,Torrisi,Medium,Greenwich Village,16:39,16:46,5,False
543,American,Sadelle's,Cheap,Lower East Side,6:12,21:37,3,True
544,Thai,Palma,Medium,Greenwich Village,10:01,11:10,2,True
545,American,Take 31,Medium,Tribeca,10:40,7:51,5,False
546,Chinese,Sonnyboy,Medium,Little Italy,3:58,20:28,2,False
547,American,Nemesis,Expensive,Little Italy,18:05,21:53,4,True
548,French,Mamo,Cheap,Gramercy,18:42,15:45,1,False
549,Mexican,Che Li,Medium,Gramercy,15:02,21:16,2,False
550,Korean,Dudley's,Medium,Upper East Side,13:07,2:59,2,False
551,Korean,Ippudo,Cheap,Chelsea,0:51,3:21,4,False
552,Japanese,Konbon,Medium,Upper East Side,22:09,16:41,5,False
553,Korean,The Modern,Cheap,Midtown East,21:59,16:49,2,False
554,French,Fish Cheeks,Medium,Upper West Side,13:30,3:25,5,True
555,French,Au Cheval,Medium,Gramercy,16:01,19:45,1,False
556,Korean,Raku,Expensive,Midtown East,18:56,18:52,1,True
557,Thai,Up Thai,Cheap,Hell's Kitchen,16:19,18:44,3,False
558,Thai,Dudley's,Medium,Midtown East,17:19,6:16,5,True
559,Chinese,Mamo,Cheap,Upper West Side,0:49,19:45,1,False
560,Korean,Cha Long,Medium,Midtown East,9:44,12:46,1,True
561,Italian,Dig,Cheap,Chinatown,2:59,5:01,2,False
562,Korean,Ippudo,Cheap,Financial District,21:01,19:03,5,False
563,Japanese,Five Guys,Expensive,Upper East Side,8:03,1:59,1,False
564,Korean,Sonnyboy,Medium,Little Italy,0:24,23:06,1,False
565,Korean,Raku,Cheap,Midtown East,0:45,20:49,4,True
566,Korean,Five Guys,Expensive,Soho,17:29,20:15,4,False
567,American,Gramercy Tavern,Cheap,Greenwich Village,15:21,23:41,3,False
568,Japanese,Gramercy Tavern,Medium,Chinatown,17:58,9:52,2,False
569,Thai,Mareluna,Cheap,Upper West Side,20:17,2:19,3,False
570,American,Cha Long,Expensive,Tribeca,2:21,5:44,3,True
571,Japanese,Ippudo,Medium,Lower East Side,16:23,11:04,4,False
572,American,Che Li,Expensive,Soho,16:08,5:04,2,False
573,Thai,Au Cheval,Expensive,Hell's Kitchen,16:35,6:09,3,True
574,Mexican,Mareluna,Expensive,Upper West Side,15:25,17:44,1,False
575,Korean,Che Li,Medium,Hell's Kitchen,22:30,19:26,3,False
576,Italian,Take 31,Expensive,Gramercy,14:29,6:40,2,True
577,Thai,Sadelle's,Expensive,Tribeca,11:14,8:36,2,True
578,Japanese,Ruby's,Cheap,Lower East Side,20:59,7:16,2,True
579,Korean,Dig,Medium,Tribeca,11:32,2:01,5,True
580,American,Carbone,Expensive,Gramercy,20:06,22:25,2,True
581,Chinese,Tatiana,Expensive,Upper East Side,10:05,13:36,4,True
582,American,Tatiana,Medium,East Village,9:52,16:44,3,False
583,Mexican,Dudley's,Expensive,Gramercy,14:40,12:47,5,True
584,Thai,Konbon,Cheap,Financial District,0:42,19:28,3,False
585,French,Ippudo,Expensive,Financial District,1:14,21:40,2,True
586,Italian,Sadelle's,Medium,Soho,6:46,7:11,5,True
587,American,Cha Long,Medium,Upper West Side,3:37,6:06,2,True
588,French,Fish Cheeks,Expensive,Upper East Side,18:20,4:17,1,False
589,Japanese,Fish Cheeks,Medium,Greenwich Village,3:46,22:26,1,False
590,Japanese,Raku,Expensive,Tribeca,12:43,5:40,3,False
591,Chinese,Five Guys,Medium,Tribeca,18:02,10:31,4,True
592,Italian,Up Thai,Cheap,Greenwich Village,17:11,5:41,2,True
593,American,Tatiana,Medium,Soho,18:03,11:28,3,True
594,American,Up Thai,Expensive,Upper East Side,16:09,9:09,5,False
595,Italian,Torrisi,Expensive,Greenwich Village,19:23,11:02,5,True
596,Chinese,Take 31,Expensive,Gramercy,2:25,17:22,1,False
597,American,Konbon,Cheap,Chinatown,14:06,16:45,3,True
598,Mexican,Torrisi,Medium,Greenwich Village,18:01,22:04,3,True
599,Chinese,Palma,Expensive,Tribeca,1:02,4:15,5,False
600,French,Sonnyboy,Expensive,Soho,22:56,23:09,4,False
601,American,Tatiana,Medium,Chinatown,21:20,3:11,4,True
602,Italian,Sonnyboy,Expensive,Chelsea,10:44,4:09,5,True
603,Mexican,Mamo,Medium,Upper West Side,4:19,6:22,5,True
604,Mexican,Take 31,Medium,Hell's Kitchen,13:15,16:47,3,True
605,Japanese,The Modern,Expensive,Tribeca,1:23,5:36,1,False
606,American,Fish Cheeks,Expensive,Gramercy,23:03,21:19,4,False
607,French,The Modern,Medium,Financial District,15:28,12:16,5,True
608,French,ABC Kitchen,Medium,Tribeca,21:35,1:45,4,True
609,Korean,Carbone,Cheap,Tribeca,2:37,19:33,3,False
610,Mexican,Nemesis,Expensive,Hell's Kitchen,17:58,11:23,1,False
611,Mexican,Dig,Expensive,Soho,18:45,0:26,1,True
612,French,Raku,Medium,Upper East Side,13:56,21:52,4,False
613,Thai,Palma,Expensive,Tribeca,17:11,15:11,5,False
614,Chinese,Mamo,Cheap,Tribeca,16:56,23:23,2,True
615,French,Carbone,Medium,Chelsea,17:09,20:44,1,True
616,Thai,The Modern,Cheap,Little Italy,15:09,15:46,5,True
617,Thai,Torrisi,Medium,Tribeca,17:06,0:29,4,False
618,Thai,Ippudo,Expensive,Chinatown,17:22,9:44,5,True
619,French,Konbon,Medium,East Village,17:06,6:44,3,False
620,French,Che Li,Cheap,Financial District,13:12,20:40,4,True
621,Italian,Carbone,Expensive,Little Italy,20:34,0:51,2,False
622,Chinese,Gramercy Tavern,Expensive,Tribeca,7:55,7:42,1,False
623,American,Dig,Cheap,Upper West Side,9:36,2:05,4,True
624,Italian,Nemesis,Medium,Chinatown,22:29,11:36,3,False
625,Korean,The Modern,Medium,Midtown East,12:08,12:14,5,True
626,French,Dudley's,Medium,Greenwich Village,11:28,22:29,3,False
627,French,Che Li,Expensive,Little Italy,11:14,22:28,4,False
628,Chinese,Raku,Expensive,Upper East Side,3:42,22:39,5,False
629,Korean,Ruby's,Expensive,Midtown East,22:58,10:58,1,False
630,Japanese,Ippudo,Cheap,Greenwich Village,5:34,22:35,3,False
631,Chinese,Raku,Medium,Lower East Side,14:15,13:49,1,False
632,Chinese,Carbone,Cheap,Midtown East,7:30,17:49,4,False
633,Chinese,Konbon,Expensive,East Village,21:38,6:13,5,False
634,American,Torrisi,Cheap,Upper West Side,23:03,0:32,2,True
635,Thai,Mareluna,Medium,Chelsea,0:20,4:05,5,False
636,Thai,Ruby's,Expensive,Financial District,0:48,4:09,1,True
637,French,Ruby's,Cheap,Gramercy,0:12,13:09,3,False
638,American,Nemesis,Medium,Midtown East,3:54,19:40,1,True
639,American,Mareluna,Medium,Tribeca,11:40,13:33,1,False
640,Chinese,Fish Cheeks,Medium,Lower East Side,6:05,3:40,3,False
641,Korean,Torrisi,Cheap,Upper East Side,20:22,15:45,5,False
642,Korean,Chipotle,Expensive,Gramercy,14:32,23:45,2,False
643,American,Ruby's,Cheap,Hell's Kitchen,17:36,11:51,3,False
644,Thai,Fish Cheeks,Medium,Upper West Side,13:27,8:11,4,True
645,Mexican,Fish Cheeks,Expensive,Midtown East,21:34,11:42,1,True
646,Thai,The Modern,Cheap,Upper East Side,4:41,6:35,1,False
647,Mexican,Up Thai,Cheap,Lower East Side,21:58,0:14,2,False
648,Thai,Carbone,Cheap,East Village,13:31,5:42,3,False
649,French,ABC Kitchen,Expensive,Little Italy,3:42,12:40,3,True
650,Mexican,Sadelle's,Expensive,Hell's Kitchen,14:42,19:50,5,False
651,Chinese,Tatiana,Medium,Upper East Side,8:58,6:18,4,False
652,American,Golden Wuish,Medium,Financial District,10:53,3:51,3,True
653,Mexican,Ruby's,Medium,East Village,6:35,7:04,5,False
654,Mexican,The Modern,Expensive,East Village,5:16,23:20,2,False
655,French,Up Thai,Medium,Greenwich Village,16:22,20:40,4,False
656,Thai,Dudley's,Cheap,Upper East Side,23:38,5:32,2,False
657,Korean,Konbon,Expensive,Little Italy,12:26,17:25,1,True
658,Japanese,Five Guys,Medium,Upper East Side,15:06,21:30,4,True
659,Italian,The Modern,Medium,Lower East Side,3:54,23:04,2,True
660,Korean,Nemesis,Cheap,Financial District,10:50,3:33,2,True
661,French,Sadelle's,Expensive,Hell's Kitchen,20:48,3:15,2,False
662,Chinese,Carbone,Expensive,Gramercy,19:44,7:44,4,False
663,American,Cha Long,Cheap,East Village,0:44,4:56,3,False
664,Thai,Au Cheval,Cheap,Upper West Side,13:45,0:39,1,True
665,Mexican,Carbone,Cheap,Greenwich Village,0:45,17:20,3,True
666,American,Tatiana,Cheap,Little Italy,7:50,9:43,2,True
667,Japanese,Torrisi,Medium,Upper West Side,16:32,0:45,1,False
668,Thai,Fish Cheeks,Expensive,Midtown East,20:05,3:16,5,True
669,Italian,Gramercy Tavern,Cheap,Hell's Kitchen,9:08,8:42,2,False
670,Korean,Take 31,Cheap,Chelsea,1:05,16:53,4,True
671,Japanese,Golden Wuish,Cheap,Chinatown,0:54,18:09,4,True
672,Italian,Sadelle's,Medium,Chinatown,3:17,4:33,2,True
673,American,Dudley's,Cheap,Little Italy,1:19,2:06,2,True
674,Thai,Sonnyboy,Expensive,Chinatown,14:43,23:43,2,False
675,American,Mareluna,Medium,Chinatown,11:20,7:11,5,False
676,American,ABC Kitchen,Medium,Chelsea,3:08,6:48,4,False
677,American,Ruby's,Expensive,Lower East Side,1:39,23:49,3,False
678,Japanese,Gramercy Tavern,Medium,Tribeca,23:48,21:14,1,True
679,French,Mareluna,Cheap,Chelsea,3:53,5:29,4,False
680,Mexican,Sonnyboy,Medium,Chelsea,9:40,4:02,4,True
681,French,Dig,Cheap,Little Italy,21:11,13:02,5,True
682,Korean,Tatiana,Medium,Upper East Side,13:18,8:20,1,True
683,Korean,Mareluna,Medium,Upper East Side,4:21,9:32,3,True
684,Japanese,Fish Cheeks,Cheap,Little Italy,7:57,1:42,5,True
685,American,Golden Wuish,Cheap,Financial District,7:49,17:09,2,False
686,Italian,The Modern,Expensive,Midtown East,5:47,4:40,1,False
687,Japanese,Take 31,Expensive,Midtown East,18:43,13:56,3,False
688,Italian,Sadelle's,Medium,Upper West Side,8:24,21:04,5,True
689,Italian,Gramercy Tavern,Expensive,Greenwich Village,13:28,13:11,4,True
690,Mexican,ABC Kitchen,Expensive,East Village,7:12,21:10,3,True
691,Korean,ABC Kitchen,Expensive,Midtown East,21:04,6:46,5,True
692,Mexican,Sadelle's,Medium,Tribeca,5:06,17:56,4,True
693,Japanese,Dig,Medium,Tribeca,3:43,7:46,2,False
694,French,Konbon,Expensive,Upper East Side,13:54,1:54,5,False
695,Mexican,Cha Long,Cheap,Upper East Side,19:35,14:59,5,True
696,American,Five Guys,Expensive,Gramercy,1:24,12:40,3,True
697,Mexican,Ippudo,Cheap,Upper West Side,17:15,23:00,5,False
698,Italian,Nemesis,Cheap,Midtown East,4:44,0:12,4,True
699,Mexican,Dig,Medium,Upper West Side,15:34,9:54,4,False
700,Thai,Mareluna,Medium,Tribeca,4:00,11:29,3,False
701,Mexican,Palma,Expensive,Upper East Side,17:52,23:39,5,False
702,Japanese,Palma,Medium,Gramercy,3:26,5:45,5,True
703,French,Ippudo,Medium,East Village,10:20,3:51,4,False
704,Japanese,Gramercy Tavern,Cheap,Chinatown,8:05,5:43,2,False
705,Thai,Au Cheval,Medium,Little Italy,17:09,7:49,5,False
706,Thai,Five Guys,Cheap,Soho,0:15,22:45,3,False
707,Japanese,Palma,Medium,Gramercy,5:48,5:50,1,False
708,French,Tatiana,Cheap,Little Italy,9:14,10:32,2,False
709,Italian,Mareluna,Medium,Greenwich Village,15:51,12:31,5,True
710,Japanese,Raku,Medium,East Village,15:33,7:04,3,True
711,Chinese,Nemesis,Cheap,Upper West Side,19:23,20:12,3,True
712,Japanese,Chipotle,Cheap,Financial District,19:18,17:42,4,False
713,Thai,Golden Wuish,Expensive,East Village,1:03,5:14,3,False
714,American,Carbone,Expensive,East Village,3:58,20:58,3,False
715,Chinese,Sonnyboy,Expensive,Soho,3:40,14:37,3,False
716,French,Ippudo,Expensive,Financial District,18:09,20:30,1,False
717,Korean,Sonnyboy,Expensive,Gramercy,9:38,8:43,2,True
718,Mexican,Raku,Cheap,Soho,16:17,10:05,5,True
719,American,Au Cheval,Medium,Upper East Side,12:16,9:37,2,True
720,Mexican,Tatiana,Expensive,Midtown East,15:11,15:16,4,False
721,Japanese,Che Li,Expensive,Financial District,2:35,14:50,3,True
722,Italian,Golden Wuish,Cheap,Soho,15:33,17:25,2,False
723,Japanese,Mamo,Cheap,Gramercy,12:27,4:22,3,True
724,Korean,The Modern,Cheap,Upper East Side,5:47,20:54,2,True
725,Japanese,Take 31,Medium,East Village,16:59,21:03,1,True
726,French,Sonnyboy,Expensive,Midtown East,20:14,11:29,1,True
727,French,Tatiana,Medium,Chinatown,3:21,9:45,1,False
728,French,ABC Kitchen,Expensive,Upper East Side,12:40,7:05,3,True
729,Italian,Au Cheval,Medium,Hell's Kitchen,14:18,8:22,4,False
730,Korean,Sadelle's,Expensive,Greenwich Village,21:48,3:46,5,True
731,Korean,Palma,Medium,Financial District,13:46,7:45,1,True
732,Japanese,Au Cheval,Cheap,Little Italy,10:41,6:38,3,False
733,Korean,Up Thai,Cheap,Lower East Side,11:19,9:07,3,False
734,Thai,Torrisi,Cheap,Greenwich Village,20:49,4:29,4,False
735,Mexican,Chipotle,Cheap,Lower East Side,15:18,23:32,4,False
736,Korean,Konbon,Expensive,Gramercy,14:56,11:38,5,False
737,Italian,Five Guys,Medium,Soho,2:43,5:04,2,False
738,Italian,Dudley's,Cheap,Lower East Side,11:21,1:13,2,False
739,Korean,Mareluna,Expensive,Upper East Side,11:40,19:40,2,False
740,Chinese,Tatiana,Medium,Lower East Side,8:28,16:48,1,True
741,Korean,The Modern,Medium,Gramercy,10:18,19:32,4,False
742,Korean,Ruby's,Expensive,East Village,8:46,1:33,5,False
743,Italian,Raku,Cheap,Chelsea,5:51,3:18,2,False
744,Thai,Chipotle,Cheap,East Village,17:03,5:52,5,False
745,American,Konbon,Expensive,Soho,17:11,11:30,2,False
746,American,Torrisi,Cheap,Soho,5:37,10:16,5,True
747,Mexican,Torrisi,Cheap,Soho,16:37,21:31,5,True
748,Thai,Up Thai,Cheap,Soho,23:54,11:05,1,False
749,Chinese,Ippudo,Expensive,Little Italy,17:23,2:03,4,False
750,Mexican,Ruby's,Medium,East Village,3:17,1:16,4,False
751,Chinese,Golden Wuish,Cheap,Gramercy,22:16,9:09,2,False
752,Japanese,Mamo,Expensive,Little Italy,11:22,20:50,3,False
753,Chinese,Konbon,Medium,Hell's Kitchen,5:54,14:13,4,True
754,Thai,Au Cheval,Cheap,Hell's Kitchen,20:14,16:54,3,False
755,Thai,Carbone,Expensive,Lower East Side,18:31,8:16,5,True
756,Mexican,Ippudo,Medium,Hell's Kitchen,4:46,18:29,4,True
757,Thai,Mamo,Medium,Little Italy,4:57,6:20,4,False
758,Korean,Take 31,Medium,Upper East Side,2:40,5:41,3,False
759,French,ABC Kitchen,Expensive,Little Italy,20:02,0:51,4,True
760,American,Cha Long,Medium,Hell's Kitchen,18:10,23:18,1,True
761,Mexican,Take 31,Cheap,Little Italy,6:35,22:22,4,False
762,Mexican,Mamo,Cheap,Soho,8:57,20:57,3,False
763,Japanese,Sadelle's,Expensive,Midtown East,18:41,17:14,3,True
764,Thai,Dig,Cheap,East Village,7:20,0:45,2,False
765,Chinese,Dudley's,Cheap,Upper East Side,10:57,15:33,1,False
766,Thai,Konbon,Medium,Midtown East,11:08,11:26,3,True
767,Mexican,Mareluna,Expensive,Upper West Side,22:46,8:14,2,False
768,Thai,Dig,Cheap,Midtown East,9:56,20:41,5,True
769,American,Sonnyboy,Cheap,Midtown East,5:54,0:19,3,True
770,Mexican,ABC Kitchen,Expensive,Greenwich Village,7:34,12:44,4,True
771,Chinese,Palma,Cheap,Little Italy,10:36,14:31,2,False
772,Japanese,Nemesis,Cheap,Hell's Kitchen,2:14,14:20,3,True
773,Mexican,Che Li,Medium,Gramercy,15:53,5:49,5,False
774,French,Sonnyboy,Expensive,Greenwich Village,1:25,22:38,5,True
775,Thai,Sonnyboy,Medium,Upper West Side,15:48,0:11,4,True
776,Thai,Tatiana,Medium,Greenwich Village,17:39,19:03,3,True
777,Mexican,Au Cheval,Cheap,Tribeca,22:51,20:04,2,True
778,Mexican,Gramercy Tavern,Expensive,Chinatown,9:11,16:05,1,False
779,Japanese,Up Thai,Medium,Lower East Side,2:32,21:14,1,True
780,Chinese,Mamo,Cheap,Midtown East,19:53,6:25,1,True
781,Chinese,Mareluna,Medium,Hell's Kitchen,3:21,3:49,4,False
782,Chinese,Chipotle,Expensive,Lower East Side,7:48,15:32,4,True
783,Korean,Mareluna,Expensive,Hell's Kitchen,7:00,14:58,1,False
784,Italian,Golden Wuish,Cheap,Hell's Kitchen,21:08,16:49,2,False
785,Mexican,Mamo,Expensive,Gramercy,8:29,9:10,1,False
786,Chinese,Chipotle,Medium,Financial District,2:27,19:20,5,True
787,Chinese,Tatiana,Expensive,Financial District,19:56,14:03,3,True
788,Japanese,Dudley's,Cheap,Chelsea,13:13,7:01,2,False
789,Italian,Au Cheval,Expensive,Lower East Side,4:31,23:12,1,False
790,Italian,Che Li,Cheap,Soho,6:36,13:41,1,False
791,French,Cha Long,Medium,Chinatown,6:20,8:15,1,True
792,Italian,Sonnyboy,Cheap,Upper West Side,1:30,14:13,2,True
793,Korean,Dig,Cheap,East Village,6:03,20:54,4,True
794,French,Che Li,Medium,Soho,6:12,23:21,4,True
